coursecategory,timespentoncourse,numberofvideoswatched,numberofquizzestaken,quizscores,completionrate,devicetype,coursecompletion
2,9.768249208682928,9,8,68.81188597303148,1.0236431290477577,1,0
3,53.037559545350895,12,0,65.97776316927619,53.95054822435531,0,1
0,47.0521959690072,20,0,64.01781231097048,41.44165531634869,0,1
1,30.96139372304464,0,7,96.8742222686572,28.79178749350316,1,0
0,5.835320708753649,17,3,78.24726490329448,64.64131276491918,0,0
4,9.811314620285286,0,10,90.7646435277938,2.5466349044062864,1,0
4,40.26427113410013,11,8,88.19848983833624,98.22044033289492,0,1
3,87.87700871338782,1,7,79.7184586255328,10.557928404306685,1,0
2,39.75649330306756,2,7,77.86106168548113,24.31356792123921,1,0
3,58.557104638314605,11,3,60.17448687068682,15.402223646232429,0,0
3,86.75712866303333,13,8,68.84274541964663,39.07344742449415,0,0
3,10.336952494812012,12,6,52.22201985971402,91.66778276437952,1,0
1,6.359306431829754,10,8,92.46715824001744,77.13309656055134,0,1
3,50.36004245173,20,1,69.71373779664954,33.37976436956859,1,1
0,3.2078687849657146,15,8,52.67398347682432,10.874103685700264,0,0
1,57.86894197233948,0,6,60.769330363263904,62.23954073802911,0,0
1,22.197508097880625,8,4,80.24233636548328,53.14749522316655,0,1
1,94.3483584277839,15,0,58.33381875505972,3.8532347702260217,0,0
0,27.24720288312821,8,6,63.3677610018562,41.01948658589259,1,0
1,91.78089615283176,13,2,56.45603399116097,13.811317913449116,0,0
1,65.11829897838918,15,5,96.78446189551671,63.25673186833101,1,0
1,87.75508302163537,0,10,99.95877062391402,32.88464055370072,0,0
1,93.2840102021496,10,2,50.22344439995683,63.22078987942107,1,0
0,88.57262671876799,9,7,83.85239625468091,17.582541554877096,1,1
0,18.253589171634708,5,5,77.15623134165826,65.7141963341356,1,0
0,19.065156778823702,11,3,90.64602666782795,18.83285443001378,1,0
2,57.07792482357603,8,7,85.37397751048067,91.93145080114093,0,1
0,16.261448912908804,2,6,73.70522551214044,60.83178128523308,0,0
0,77.36004968927638,2,0,66.2684918295213,99.17493009930205,0,0
0,91.7303665179396,14,2,70.22258686471302,64.34682950503603,1,1
1,61.22146376044779,13,4,80.22036416976978,92.16456421852529,1,0
4,80.62185428346655,6,3,75.96890173572184,0.4079432673824823,1,0
4,86.52280884283262,8,0,77.88917794422687,33.5502830981675,1,0
1,94.9217869056789,3,6,78.08917773308411,2.8123469417916214,0,0
2,74.80123678249848,8,2,79.36946662197256,7.370717719159192,0,0
0,86.00630831136046,3,9,51.914729836427966,24.726655077028543,1,0
0,27.43903308369666,5,0,57.00198002240066,86.55400673354157,0,0
0,98.17259791138696,6,6,76.9341178615932,39.4485517104363,1,1
3,57.503630431598665,4,3,85.40724422862866,84.11912726303915,1,0
4,93.7321047400478,9,0,51.74683306953211,35.52786838876294,0,0
3,88.1844071689932,9,3,64.00746854752593,52.95400409668019,1,0
4,17.814103896823546,1,5,79.65176087579852,15.81469257428366,0,0
0,87.4931969094818,8,9,89.0696615112119,33.481305665436686,0,1
0,64.45616108809162,5,0,80.19354773108566,28.393088767076225,1,1
4,38.25486987854476,11,5,75.96416322922657,13.401929574575878,0,1
1,52.3131964050497,12,5,95.90408642559846,30.695768250750355,1,1
0,96.89762840152702,20,7,91.77119863399344,69.13291571085084,1,1
4,89.3501915760679,2,5,72.78375635324447,36.4194220396238,1,1
3,25.165362676767632,4,0,81.8031099983472,53.03993948206773,1,0
1,89.1903775370665,16,1,63.91642632723019,91.65963453751658,0,1
0,69.22519234105343,3,2,91.35002485161772,64.82333840785263,0,0
0,75.7543027625165,15,4,60.93793549791302,77.12534006662116,1,1
4,34.447534683835066,2,3,99.30018316545387,33.49372011420817,1,0
0,28.971545502581915,13,6,57.85395421901716,13.34255772121783,0,0
0,50.52618624026873,17,8,74.21567992582426,52.00683880011992,1,0
4,93.56937544268231,1,8,86.04339123267061,89.89290568210019,0,1
3,85.44834233980463,18,2,83.35314381958739,8.50215762992692,1,0
2,39.931400014411736,19,8,59.66890847683048,56.42760870141527,0,0
0,32.561037813304566,2,2,52.98160290691048,81.74113488016427,0,0
3,27.2888742955209,0,2,51.93298238275669,8.92271913497079,1,0
2,15.880751625912907,0,5,73.84802241373269,67.03885297741475,0,0
0,53.51583700404072,19,1,84.24110540937579,60.82035242971345,0,1
2,28.05962872934163,14,10,76.82957520690843,87.61866529663763,1,1
2,87.135464117819,18,3,62.90254023739457,91.3657377674358,1,0
2,75.17825834558634,6,7,57.92147474026034,89.47071146961419,1,1
3,38.3067205406004,1,7,76.58745905179234,39.25526003452792,1,0
4,34.037769999103496,19,5,50.09976140032423,54.74284462554044,0,0
0,49.49952007095167,18,7,90.165923368907,85.64612551825745,0,0
1,23.761918715301626,13,2,64.75716870228652,93.0377399899152,1,0
4,21.574560304424747,6,7,90.61246728662248,72.19337381365472,0,1
2,25.620489137642377,1,4,64.45890635261664,37.07322903866355,1,0
0,86.52642831311721,9,1,65.83814098299307,25.07060057811913,0,0
0,34.13183598846994,14,1,67.03486202884986,60.58511373295761,0,0
0,56.12501766755245,0,9,80.116707897058,20.96696541745668,0,0
4,32.73308051384306,6,10,83.69461806914723,16.171628787423042,1,1
1,11.852873646670226,11,2,84.66865758546044,34.55649216780119,0,0
3,97.7415861741094,11,4,62.36053180665024,56.44934072437224,0,0
4,70.50153117973207,15,9,96.43087359947208,57.6837805044646,0,1
1,42.60873574537126,11,8,64.84168341484003,99.57159148154172,0,1
4,32.20862421170109,11,1,53.69353097268761,29.0073737895026,0,0
0,16.566330844329116,2,10,63.058982702928986,24.12803995520101,0,0
1,64.45959967474943,15,7,52.5518987041998,92.6671596875075,0,1
0,33.33556866905287,6,10,58.63545128728999,88.27927019948731,0,1
3,58.93428375389253,6,10,54.605843008663655,53.14625423528132,0,0
4,43.79485749102869,3,1,54.9102598646187,2.647836412578175,0,0
0,14.93627531935012,1,7,68.09538633923013,78.17533789058156,0,0
3,39.4509248580048,11,1,90.16971153381388,22.085981454302228,0,0
4,41.02693069075612,0,3,57.09840865988523,53.26149235804728,0,0
2,15.92250832235056,2,0,65.7936211761257,79.29851903707068,1,0
2,36.53238610880504,20,0,63.05352310887614,69.99260579631175,0,0
2,44.015766678211136,2,4,98.56276899464468,52.363740272897005,1,0
0,68.68625502673746,14,5,79.05536012719472,17.595855363076552,0,1
2,29.90939594363267,6,10,61.27152352958255,69.47411878456381,1,1
1,38.20017543259233,16,0,73.20774265026046,63.97618036350985,1,1
3,20.97815855287683,6,5,83.75998349189669,89.97251333346634,1,1
3,46.4752907614068,16,8,62.30343049860527,14.737662853420195,0,0
4,57.868419817311306,11,9,85.34597870396136,10.365310560020111,0,1
0,98.85059798534644,8,2,96.6843518775908,44.44190158606418,0,0
2,75.08914969339007,12,6,62.72945897051813,8.285545860148547,0,0
2,8.271024409570384,12,1,54.59286570010267,31.82109385276658,0,0
0,70.08190627318986,20,6,54.76452111041692,51.90712602536172,0,0
0,87.62396000741772,13,10,96.3704878361286,46.15297382413998,0,1
0,64.73329020202323,7,5,79.30189737150945,85.62026903572028,1,1
3,93.34513334408572,5,10,55.86471173847461,9.911740346041151,1,0
3,44.00759367371462,9,6,74.98177934114389,75.01182264146688,0,1
0,51.5894715909141,10,3,65.03944214519872,16.34414338251745,1,0
4,31.67413738124015,7,5,68.08935789266818,45.261524962862254,0,0
3,50.46735412917629,18,8,80.40577889000792,30.2876131173552,1,1
4,86.55882962389416,0,2,70.80130361928785,22.32143923069274,0,0
0,87.2182872563128,0,1,91.2498305680556,68.88392243178939,1,0
4,62.72727318566599,3,4,80.57490309951015,73.3235356478664,0,1
4,96.0663694907146,14,10,57.87198522667055,7.300233973743575,1,0
2,28.06500789326408,10,4,66.69854622706714,31.779959507683465,0,0
1,22.508482648892592,9,9,81.75983842170524,54.17946312703841,0,1
1,39.41687773578301,13,3,81.40706612550014,20.566427388853825,1,0
2,19.40426944407044,6,1,56.14699188161983,1.6667840588354357,0,0
2,92.10972678670208,0,7,92.85111875046071,26.21573968019385,1,0
3,62.30158457795248,13,4,99.73992528716066,90.11286080737318,1,1
2,96.98372161196698,4,0,86.31275111696098,16.693489872693277,1,0
1,35.57722567891625,20,4,96.14098108877904,98.66312582268426,0,0
1,85.9079428359409,5,2,91.02564499305194,69.6607904449187,1,0
1,29.88066483085573,13,4,70.10786784084772,90.89804054119696,0,1
4,92.98251891644124,4,10,66.12977519175062,26.8401399773314,1,0
4,30.49778546687755,2,7,99.4742974880584,33.381024024744164,1,0
2,85.38416957694233,3,6,88.76375049205195,12.857128017681262,1,0
3,36.55722992476136,9,8,71.15969032517566,94.28194575381596,1,1
2,84.59615561691452,14,0,69.50278158368033,77.26111656066377,0,0
4,67.70131397962702,3,5,51.41667803112901,17.826192839307964,0,0
4,65.32928202374984,18,8,75.6548100141735,86.31170693545673,1,1
4,91.16869812048492,12,5,87.91928972220047,77.50587617007498,1,1
0,21.82683607145374,7,0,53.529324472396944,37.71241518731673,0,0
0,7.4350781059399615,20,8,58.46953044163443,6.929632195782109,0,0
1,93.85081063339346,13,1,65.56340135319128,73.48591499546167,0,0
0,86.12559454317706,17,8,58.33941258604007,26.23874484634634,0,0
4,7.862309875760369,5,8,86.88539066614791,99.85031135900024,1,0
1,50.88897176470017,1,6,60.513674205217626,85.52428128234611,0,0
0,77.76554194465697,9,9,66.81522864214843,83.4536345316416,0,1
2,87.55535946199525,6,6,82.68511982348518,25.24901262503804,0,1
2,52.05788264903045,4,7,87.78877459435984,77.46068213449671,1,1
1,89.82320896224735,3,9,98.8094020345962,86.62674576752957,1,1
0,9.804022752747365,19,4,67.42581745573959,17.643268836767845,0,0
1,73.85877297059902,14,6,78.92565931424556,26.13957457825551,1,1
1,35.19426954429601,14,6,62.08311784622806,81.31371022768445,1,1
0,71.5590822928964,13,10,73.36910002916693,34.45719541957857,0,1
0,37.00882659243274,13,9,66.93940543776253,89.83911360076262,0,1
4,66.45192809574596,3,1,94.3512886712927,16.20570641193424,0,0
2,13.65752797296086,14,6,94.35750177504607,19.7215203959666,1,0
3,45.61171908570873,8,0,61.33215139058011,29.9794094300108,1,0
3,54.91263705739459,3,7,51.58260512417773,63.4082361823282,0,0
1,74.05735890504091,16,0,64.51124028385777,8.233648084541045,0,0
0,38.21789916492604,1,9,61.92997580684706,34.7943970197658,1,0
0,62.9599813099416,1,10,76.27589566315379,67.01268872155491,1,1
0,31.232766714877908,16,3,96.76804787143928,14.082578283027193,0,0
0,63.76607597418282,9,0,60.55430681634779,97.44317972311522,1,0
2,56.707498531735695,12,6,90.6256059764048,3.029335718660453,1,1
3,34.76373941023173,14,1,78.1209202716488,29.44101857151117,0,0
1,42.41995043361388,0,10,82.67611073203136,16.212992208671785,1,0
4,2.3841895841651097,4,2,78.42543848672656,52.80501222607285,1,0
3,85.75689181495154,10,4,82.28998022137253,1.9022833155434733,0,1
3,4.7180509042787655,12,2,56.16058096183178,79.74519440782282,1,0
3,21.77939138819472,0,9,93.96287695808634,17.527725877071532,0,0
0,23.416530903677348,15,8,55.30602961797027,67.84046180265693,0,1
1,35.63630772802537,12,6,88.35793650705978,4.523152530115693,0,1
2,25.277765864936203,8,5,73.01385676056731,13.757350023214244,0,1
2,30.506128136344536,10,10,58.13271341924113,30.854374794625915,0,0
0,11.99862367575306,3,4,51.61078651200253,68.53144228909413,1,0
0,98.28258873786336,14,2,77.23528514338645,79.91886918125005,1,1
0,46.57237149300545,2,5,78.93911027366318,89.62692518557557,0,1
2,69.86843459109541,1,9,69.42667203780638,78.40439829445484,1,0
1,21.06303527705268,10,1,98.93081065621104,93.53072098979855,0,1
2,69.70521873053829,18,10,99.95811501636464,77.84492091546666,1,1
2,18.37004204949716,7,4,90.61659425116984,65.35088762646616,1,1
3,21.567178028206847,15,0,75.38559423558159,62.70287085306176,1,1
2,86.86810927242043,7,4,90.96422745710689,34.57348559212631,0,1
0,33.60599890074551,2,5,74.90526084591235,25.242134971167275,1,0
2,86.19984454462124,11,10,62.95896843536615,14.221221306296917,0,0
2,2.5490844762645315,15,6,89.39492096199649,36.17138434299733,0,0
0,68.4719650206386,8,7,77.594519525571,0.7190463265145941,1,1
1,35.89084042234531,0,9,92.33142623762288,16.026777093469047,0,0
1,70.7847939865248,20,0,85.64847808233063,98.1546405736245,0,1
4,7.099190543954456,16,9,90.07839121455244,95.1825803400991,1,1
4,96.3483512791031,5,3,66.42373548752326,98.2210817372302,0,0
0,19.50404394788065,12,0,88.34918141110643,19.971779176901595,1,0
1,19.08251025563345,1,6,92.2271029490019,32.18239969004919,1,0
4,40.45582772217287,0,0,98.16168925330884,71.03862050273135,1,0
2,69.22656594072632,16,6,67.255535699437,71.8674344914115,1,1
3,68.134127652128,5,0,91.99895935061318,85.5093390450891,1,0
4,34.96135657350801,13,10,71.2314922887944,61.592626574163454,0,1
2,38.63930479954257,5,6,50.52958995207678,18.760402325549983,1,0
3,30.75852115531092,16,4,97.96813866339733,88.48795362927628,0,1
3,72.04691304793153,9,6,81.42264208669305,43.02153787830411,1,1
0,2.380952850499234,14,2,58.04017267238899,55.60814288298101,1,0
1,78.57865150189954,15,2,60.52164984466133,78.38370915413032,1,0
4,12.987048525904813,10,8,98.88935212046646,85.06319325688926,1,1
2,66.09191186636885,11,7,83.02157545801316,59.09707209762183,1,1
1,26.60538342709484,3,6,63.39624075702644,49.776743570761575,0,0
4,87.4820020464818,2,8,57.39392612639841,65.27105852626278,1,0
3,6.7951234079249625,11,9,86.74270813292026,93.8490342368046,0,1
3,51.33219168781808,16,9,83.65650167813526,78.2658247295111,1,1
4,96.41299734428858,19,5,71.61035024385846,2.1963776142642666,0,1
1,97.86721054624412,13,6,99.4612606323992,52.50272835056582,1,1
1,86.23987330949335,7,1,64.04168514614432,66.03234674133117,1,0
3,25.938918271374728,12,2,54.53364179306517,56.01128456006358,0,1
4,70.1233298959528,7,0,60.524197362682976,95.55665751697674,1,0
0,30.48715111732417,4,10,50.96045008192801,90.92613946681004,0,0
2,43.748704977805296,17,7,63.4737169980795,14.44289843911828,1,0
1,36.10221429049893,10,9,53.16221207135088,88.75355612101644,0,1
4,61.34728485594795,8,6,62.15508178158802,52.81391260502578,1,0
3,71.85197153213511,14,4,63.54044015874079,30.949948389720493,0,0
3,19.174383108159454,18,3,72.5400640115468,50.1529770383009,1,0
3,6.33932570124625,5,3,91.6682776158306,8.647998783146615,0,0
4,65.68065251746228,5,6,96.74771134938428,46.8502330343635,1,0
4,41.685100195554426,3,6,62.70521131785422,58.371998817007984,1,0
3,36.25777703948185,4,8,89.33815543701878,92.47692713185036,1,1
0,25.09189690932628,0,10,70.08812739724146,2.9086129789233306,0,0
0,51.01140544075052,14,8,92.6079496697392,13.261803673492825,0,1
1,19.530138377767752,11,4,63.83461717447752,13.739350108707516,0,0
2,73.49777629020991,12,0,52.09296743695807,9.596961734041576,1,0
2,88.4516204011883,11,2,54.75927962093044,9.391902938629991,1,0
1,90.4523710660309,11,10,85.78290935928084,97.72076203237124,0,1
0,59.36103303336712,1,8,73.58946905603979,84.58191807713563,0,1
2,90.19538610783762,1,10,53.317699552551375,60.76519412941468,1,0
0,6.78466809460294,5,0,64.16930576462909,93.2364634469886,0,0
2,43.07523899819655,7,9,67.2458535656989,38.46342580231648,0,0
2,85.77363334489559,11,10,68.3385141450475,37.47522074141559,1,0
4,79.13977481303337,1,0,63.6887817594145,95.4878362284188,1,0
0,32.20354172524242,18,1,83.34549459668133,83.97795639430137,0,1
0,53.70072965612316,8,10,76.70280344386981,62.46549341689715,0,1
3,67.15546468075704,11,9,59.1508157844581,12.874568927064368,1,0
2,16.69507969149243,2,1,96.50859311376256,37.48410665384486,0,0
3,22.27224621106432,3,7,56.44942295128288,65.85057573382966,1,0
1,56.14771103303118,4,2,97.67712180886257,50.00392260206144,1,0
0,32.212770797288336,6,2,52.892885772672585,46.73036211404696,0,0
3,72.73850235303998,19,8,68.4424309861374,34.9899096842022,1,0
2,69.15127378776393,1,0,57.38375593046888,46.676537165404206,1,0
3,55.99634800355698,4,2,68.51084879471058,92.0491907900272,1,0
2,26.00601466178769,4,9,96.0510933679202,57.962950530089216,0,0
0,71.69803121282825,3,5,93.50918429862006,98.6720629047172,0,1
4,3.1937940189076333,7,6,81.2364237157065,45.76266024613924,1,0
2,90.54291880084747,20,10,92.57060993483896,61.77118237859395,1,1
0,52.99240320348819,6,2,66.08715991759357,63.98072028893949,1,0
2,47.9045528684744,3,7,73.8118941675695,30.113490001700303,0,0
3,65.06879655156878,4,9,54.63202114770669,24.68901233910279,0,0
3,23.535621046119843,13,7,65.95346631864358,12.871751953450516,0,0
3,32.9672057892122,18,6,66.59047287847707,86.49341403702817,1,1
0,77.83554324293655,17,3,89.98185636652948,63.80228763799709,0,1
2,20.861020741340617,4,10,59.415841256702606,48.04383822248436,1,0
2,52.24625463325402,2,5,54.10227768314904,17.05757313896441,0,0
4,46.33399755276247,1,6,84.78719357808538,55.98589200933323,1,0
0,85.46412488602553,17,9,92.36455505146895,7.154918539911604,0,1
2,10.072182312397056,19,2,77.52958551242173,40.02168914981544,1,0
4,8.322355539824642,6,8,57.66184436299625,50.914432595716654,0,0
0,44.69464778987652,3,9,58.13201431860472,61.8906924126166,0,0
3,1.0240505090167604,19,3,52.08201757680109,79.7950987188075,0,0
3,49.85098364899112,19,9,57.86574841149875,52.343687742426056,1,0
3,69.50725968361769,5,7,74.13661952954551,68.49065389609004,1,1
2,8.434270934726083,20,8,82.97435682776755,78.41839881168498,1,1
0,29.936727098216064,0,6,74.63687372098514,32.25897425071918,1,0
4,52.370063633457065,6,2,64.84645261174494,65.49075480347008,1,0
1,69.12926923550408,19,7,89.36697007312242,31.341410724135187,1,1
0,72.81357056452143,7,10,56.02293082394043,0.4849013209555886,1,0
0,86.37803087701582,10,2,75.23796524397294,62.82686240446039,1,1
0,37.46272782658644,8,7,88.76378600604471,68.36785448014184,0,1
3,99.520781609812,11,5,56.29726488921377,10.584611197250393,1,0
1,4.688134180805414,12,6,50.63942688677721,7.29955992271295,0,0
2,39.32838401134433,6,5,70.37571371391715,23.32659471736519,0,1
0,13.603875995925776,2,0,85.76017554423841,69.92444881805015,0,0
1,29.224850438916413,5,8,93.00085350055532,74.86727892752474,0,1
2,5.875195739420622,12,9,54.05218719047259,18.57604694290179,0,0
0,66.83976312587345,3,7,62.046183047377006,63.69465151221421,0,0
4,56.70275784745961,18,2,65.93696944601898,38.23846623687701,1,0
2,57.48557905783604,19,8,53.727621992427146,75.78393169976445,0,1
0,34.88429368618488,13,7,67.32736282179224,42.79233868642691,1,0
0,36.00127403378205,3,3,59.99992400593885,87.92336472293508,0,0
3,66.39270912821212,19,4,90.52732278523696,13.346138488702108,0,1
1,63.54570952162278,9,10,68.47277810773005,73.32825440512677,1,1
4,15.455673653618714,15,7,61.20790471961013,91.4096136095232,0,0
2,34.27176038648157,16,9,81.0215641057382,73.08023317788475,0,1
2,28.584204975885942,3,4,72.87455122667146,47.06986554928931,0,0
4,10.873366262044357,1,6,95.80149800928751,85.42256362642372,1,0
2,25.755619092505164,10,7,56.7009470727352,94.26317739377792,0,1
0,87.16257442085534,17,7,73.29569302587942,57.234741382329766,0,1
0,28.67984268179997,15,8,59.62529665731687,65.25289224491416,0,1
1,73.58727569034468,4,3,58.84779553564218,65.77129270708777,0,0
4,54.60201318437464,20,8,99.64722601157558,13.66731383590658,1,1
0,43.24072408096467,4,6,82.56833537780065,98.95800967464425,1,1
4,63.135405135277,7,9,94.4502423035548,83.83346857415752,0,1
3,19.086786458426893,16,4,72.39031068231658,72.4821419883509,1,1
0,3.364534940595134,11,9,97.8173133295045,55.04510697401906,1,0
0,15.760472188471958,7,1,98.7846701167004,12.406016385025842,1,0
2,7.656822771151625,17,2,98.50498622032522,75.12803240918929,0,0
0,95.28964878059216,11,9,76.88185110642877,19.73899790845938,1,1
4,21.808325258532832,16,4,60.39186545631794,41.69042473729109,1,0
0,75.56813043514884,11,2,52.20336972961378,90.55797753564362,0,0
2,93.84387955802364,3,8,70.88375726393006,25.73337201392044,1,0
2,33.57721887319005,4,6,77.72047970865245,27.978791255838487,0,0
3,43.61176890070872,12,1,64.92352553712801,2.098537189847638,1,0
0,20.68402449836152,8,2,74.66915857045126,85.06050869143863,1,1
4,41.47552251078176,9,2,98.16126431641888,93.08092819140158,1,1
1,43.38119478586943,14,10,71.3138417848779,97.74918560280337,1,0
3,90.86480896980493,4,5,57.86066729750864,78.21030014247621,1,1
4,49.85653604318905,7,2,97.37379683296513,74.019917910108,0,1
3,83.1881136951517,10,5,82.42316413823848,91.20397367289443,0,1
1,28.87846041328989,9,1,61.970285365467,5.785745212701022,0,0
3,75.56677048950871,11,2,54.8275415990536,0.9531045923136694,0,0
1,28.02985077191008,1,2,96.63876038251848,24.792316458470697,1,0
3,14.286040206308677,1,8,95.13376469698396,40.18595085224855,1,0
0,60.99548524546488,8,6,97.46880028472054,58.84308517810484,1,1
3,24.36478510204749,8,8,60.26708737558194,19.36487035691934,1,0
3,70.08266515094644,16,6,77.81018138455502,75.43027056034222,0,1
0,49.78535324063061,19,7,58.62974657963137,70.83359801659766,0,1
1,91.37670205031718,19,4,51.738313772261925,68.0363578287358,1,1
1,51.46259398875295,9,7,52.77942333943946,60.86260151683957,0,1
4,49.33587181390963,8,10,61.30387536611187,73.35693162007988,1,1
0,27.98321713272465,19,5,63.936777981227685,73.79380219353709,0,1
1,7.359289557684666,10,2,78.41508482711347,63.67069548707419,0,0
3,72.46346289277813,20,0,72.74954894913674,66.82974123270968,1,1
2,21.520969732423826,13,5,74.81122072612321,26.667553695059844,1,1
2,81.42784591910022,17,10,85.79459143219853,67.55036423379481,1,1
1,85.90117990047776,6,1,60.53134585264806,12.397914884798343,0,0
1,85.38266155169957,6,2,85.19738383113815,82.1301435919741,1,0
1,73.32095074860634,13,3,67.64123615335464,36.02713852698491,1,0
1,36.25287770171995,19,10,62.60299700636671,19.874171297620123,0,0
0,1.9217187854730144,7,4,91.49015723647835,38.71640582061018,0,0
2,28.110409390826657,10,6,71.18256722263969,21.78448542526594,0,1
2,49.04914481630739,2,2,80.75608183019196,10.092991582642874,1,0
0,69.77252836077575,10,2,52.87668723780644,8.973760106596862,1,0
0,16.192226378708046,7,8,98.66272479018087,23.552102423560704,1,0
3,29.816809256188986,15,9,63.39619145144199,75.09734575641694,1,1
1,11.36140275688173,2,0,78.01928270930517,48.16312612509396,1,0
3,78.94525790828213,3,6,95.51521921351046,4.176160812703489,1,0
4,14.488805944105808,0,8,84.01669758790895,68.2244361432449,1,0
3,96.0236037584888,7,1,83.45535664037044,90.65792399451804,0,1
0,45.8729154800601,16,3,98.54307544383784,84.60339714897869,0,1
1,1.2430040579405777,15,10,53.9376573886721,97.72893436293565,1,0
2,26.557658598189352,2,8,78.90877951144913,63.149284447244256,0,1
3,30.31212682440958,5,10,92.44153490420376,87.25417820294018,1,1
2,70.88772515345038,13,10,50.94685505466695,75.1318009698282,1,1
4,40.35131124984015,1,9,62.683529212804544,69.37733132741121,1,0
0,42.49140354238396,20,4,66.09153387832541,48.49334067002917,1,0
4,24.467109382949324,4,6,92.27892497254334,18.31584114388401,0,0
4,40.82717312955555,9,6,52.91886419768332,83.95808315811519,0,1
3,62.40760289298345,19,3,58.7457635877245,29.194039994436714,0,0
2,14.051825162547903,3,10,80.112218891365,34.26360865510676,1,0
4,1.8726684961527909,9,3,96.85444102014952,28.287398929063468,1,0
4,97.37912863188792,15,2,83.3898986963475,76.73953844389303,1,1
0,13.823134380134883,4,3,73.27231567850811,86.77235447984773,0,1
0,51.345350258273086,7,10,93.0136539264106,79.24670005431112,1,1
1,34.25866918451445,14,0,99.95634445787486,36.10154036157221,0,0
1,70.97225993528463,19,5,72.07714327248618,25.07099472414258,1,1
2,76.21145437355777,11,4,74.87492497418889,61.72108582919306,1,1
4,54.52048843814818,18,6,78.73648437652814,84.08269795865702,1,1
3,65.42804376384328,3,3,85.7005771638367,6.196826550166357,1,0
0,88.82705787072024,18,2,60.93398997491799,99.74404287563507,1,0
3,56.44039493366292,6,8,53.90396987249625,28.934260625453945,0,0
2,56.86580540231319,17,3,50.56529154467947,86.24566460622339,1,0
3,84.86858824330767,16,10,53.228539900042186,90.50876760929864,1,1
0,41.385601734375335,19,6,94.27247925977125,18.69993555308356,1,1
3,16.803363392023645,20,10,96.99370663830518,49.47558627463216,0,0
3,25.89979092796368,15,0,67.18610922929608,26.71025994090208,0,0
2,29.16952041693356,12,0,81.20210739222414,64.08146072424378,0,1
4,39.42991910352223,15,6,73.53522910899507,70.68504385498649,1,0
3,55.75074655497052,15,8,58.83026947522255,89.5277694348135,1,1
0,7.244442259953706,15,6,82.95514717422404,57.89904363468589,0,0
2,95.72465238849688,14,2,62.89131237724289,81.65225494036517,1,0
0,18.738787787906936,19,0,84.23676027561498,63.41198218651832,0,0
3,4.066089738828502,2,4,77.96169361644472,34.41756128360647,0,0
1,85.6931095148998,19,2,51.7157867250849,50.07283518093051,0,0
3,42.16310125614806,18,5,63.04742875124738,33.46716291269968,1,1
4,74.24234180219405,5,5,52.42544235254968,96.76311587593185,1,0
3,84.19578903314655,0,4,89.11003735530448,81.00000343736475,0,1
2,61.24195668410786,9,9,89.76387704927525,27.65434095807391,0,1
2,55.903486482026814,1,10,90.50881779072016,13.242595299475637,1,0
1,5.710736062065131,18,2,75.20394191687045,28.326634091681456,0,0
3,46.903904771544624,14,5,69.26550249057462,45.40611460307561,1,0
0,14.66473328485178,1,5,50.589994822063225,88.71455421972362,1,0
1,20.96386591542233,12,1,73.92523408828546,6.713995954482033,1,0
3,98.50172809413944,11,0,96.34751857311252,64.7068341587443,1,1
4,11.091258771276436,0,3,72.09336663358059,57.39922930306103,1,1
1,60.80313795930729,6,6,55.40896487535174,16.539615744149216,0,0
4,36.71805170679394,19,7,85.28568426629894,38.74276696902895,0,1
2,53.45109664993536,12,10,74.14129305876442,46.4635851776704,0,1
3,45.57625415616718,0,2,76.80975670718098,51.53773777696403,0,0
0,18.53641002450725,17,6,86.44331762389562,48.22408713920504,1,0
2,57.263595956714624,19,5,75.99025736304955,61.60318962374175,0,1
1,42.96193152275789,0,10,98.41705121701531,35.98020051634754,0,0
4,96.50387008823732,17,4,67.66053621589276,78.44584879981271,0,1
3,74.63296738998086,5,7,55.21120430943285,65.43483089809872,0,0
3,1.9149891435267377,14,1,52.77787479042815,18.21559042226354,0,0
0,97.79462767539172,9,0,58.66969174448105,65.01359770018387,0,0
2,93.62985781154492,11,3,96.91355176750082,92.1019855826436,1,1
1,99.98070926924636,14,3,58.792384226381,89.60213292888372,0,0
0,54.2870218881318,4,2,73.1051511237017,0.7729922738990314,1,0
0,50.89976275524697,0,1,69.67654729947171,99.1537186462786,0,0
4,36.6464838615221,10,1,91.38965762055268,62.41030237307992,1,1
3,23.883985388705028,3,8,87.51577671649989,26.691839328168754,0,0
1,67.4018482677936,10,4,80.01047590653855,0.950844062623002,1,1
3,90.855464380136,0,9,57.20961495378501,75.42320915582748,0,1
4,64.39438728347596,9,2,85.54381842311992,13.056606645360937,0,0
3,30.38322030013205,4,8,68.0281715513615,38.85220003458354,0,0
3,65.51629969296427,18,1,89.87155734632151,35.033235038796995,1,0
1,35.052100744773185,8,7,73.33002388560038,1.9310685553388665,1,1
2,34.61691971078935,13,9,62.07337269466958,84.5671846381728,1,1
2,75.05543919481728,19,7,87.79915721503173,10.777687452967664,0,1
0,43.31675016479944,14,9,95.02702898729316,36.442447749468975,0,1
3,5.4324648792914125,5,0,72.51707929309258,43.54216577161356,0,1
3,79.71221523693524,10,0,57.40192150229717,29.0415103536156,0,0
3,80.57173980934988,12,10,70.31398956057285,1.0444781667369507,1,1
1,22.17944449730368,13,2,60.38741198479429,97.44618166227372,0,0
